Date,Adj Close
2021-09-08,46116.895
2021-09-09,46905.625
2021-09-10,45886.055
2021-09-11,45843.797
2021-09-12,45992.555
2021-09-13,45270.57
2021-09-14,46512.332
2021-09-15,47997.754
2021-09-16,47995.742
2021-09-17,47738.273
2021-09-18,48356.883
2021-09-19,47798.645
2021-09-20,44877.125
2021-09-21,41981.08
2021-09-22,43170.703
2021-09-23,44531.6
2021-09-24,43082.793
2021-09-25,42738.324
2021-09-26,42784.895
2021-09-27,43693.535
2021-09-28,42256.586
2021-09-29,42320.664
2021-09-30,43496.105
2021-10-01,46622.176
2021-10-02,48110.863
2021-10-03,48529.664
2021-10-04,48536.51
2021-10-05,51012.652
2021-10-06,53707.277
2021-10-07,54912.26
2021-10-08,55627.75
2021-10-09,55345.426
2021-10-10,56039.973
2021-10-11,56976.824
2021-10-12,56470.37
2021-10-13,56657.492
2021-10-14,58351.707
2021-10-15,60000.45
2021-10-16,60799.086
2021-10-17,60337.668
2021-10-18,60817.55
2021-10-19,61663.63
2021-10-20,62365.516
2021-10-21,61988.77
2021-10-22,61113.754
2021-10-23,60631.35
2021-10-24,60437.1
2021-10-25,61391.664
2021-10-26,60911.41
2021-10-27,59828.098
2021-10-28,60228.367
2021-10-29,61069.094
2021-10-30,61005.918
2021-10-31,60794.223
2021-11-01,60685.676
2021-11-02,61465.594
2021-11-03,61307.703
2021-11-04,61141.203
2021-11-05,61101.73
2021-11-06,60651.5
2021-11-07,61485.863
2021-11-08,62449.5
2021-11-09,62789.566
2021-11-10,62450.48
2021-11-11,62257.84
2021-11-12,61914.625
2021-11-13,62055.305
2021-11-14,62221.02
2021-11-15,62265.797
2021-11-16,60618.04
2021-11-17,59771.707
2021-11-18,58918.24
2021-11-19,57673.047
2021-11-20,59199.652
2021-11-21,59642.06
2021-11-22,57928.227
2021-11-23,57473.707
2021-11-24,57456.926
2021-11-25,58902.18
2021-11-26,56594.75
2021-11-27,55311.01
2021-11-28,56325.77
2021-11-29,58506.273
2021-11-30,58145.293
2021-12-01,58470.984
2021-12-02,57263.023
2021-12-03,55348.445
2021-12-04,47608.605
2021-12-05,49011.6
2021-12-06,49317.934
2021-12-07,51517.344
2021-12-08,50176.324
2021-12-09,49115.742
2021-12-10,48967.53
2021-12-11,48676.043
2021-12-12,50157.51
2021-12-13,47930.78
2021-12-14,47847.13
2021-12-15,48285.934
2021-12-16,48697.457
2021-12-17,46945.777
2021-12-18,46820.016
2021-12-19,47686.375
2021-12-20,46757.68
2021-12-21,48503.805
2021-12-22,49334.18
2021-12-23,50218.363
2021-12-24,51676.473
2021-12-25,51132.863
2021-12-26,50819.48
2021-12-27,51756.543
2021-12-28,49020.793
2021-12-29,47366.5
2021-12-30,47368.074
2021-12-31,47428.195
2022-01-01,47510.484
2022-01-02,47606.79
2022-01-03,46843.78
2022-01-04,46906.05
2022-01-05,45031.92
2022-01-06,43548.344
2022-01-07,42764.69
2022-01-08,41911.137
2022-01-09,42522.465
2022-01-10,41294.164
2022-01-11,42754.98
2022-01-12,43895.324
2022-01-13,43718.855
2022-01-14,43123.836
2022-01-15,43644.37
2022-01-16,43469.402
2022-01-17,42724.297
2022-01-18,42357.836
2022-01-19,42205.69
2022-01-20,42580.582
2022-01-21,38457.227
2022-01-22,35766.113
2022-01-23,36209.05
2022-01-24,35476.9
2022-01-25,37065.418
2022-01-26,38312.49
2022-01-27,36702.312
2022-01-28,37529.41
2022-01-29,38506.844
2022-01-30,38211.438
2022-01-31,38098.453
2022-02-01,39124.12
2022-02-02,38048.77
2022-02-03,37132.996
2022-02-04,40414.953
2022-02-05,41894.758
2022-02-06,42432.895
2022-02-07,43664.785
2022-02-08,44500.72
2022-02-09,44357.02
2022-02-10,44954.9
2022-02-11,43267.656
2022-02-12,42872.902
2022-02-13,42790.535
2022-02-14,42697.996
2022-02-15,44208.266
2022-02-16,44299.383
2022-02-17,42265.883
2022-02-18,40706.83
2022-02-19,40547.145
2022-02-20,39337.27
2022-02-21,38629.625
2022-02-22,38010.96
2022-02-23,38613.797
2022-02-24,37229.273
2022-02-25,39518.414
2022-02-26,39869.586
2022-02-27,38872.133
2022-02-28,41914.914
2022-03-01,44428.28
2022-03-02,44625.6
2022-03-03,43195.465
2022-03-04,40714.52
2022-03-05,39648.098
2022-03-06,39280.105
2022-03-07,38842.273
2022-03-08,39281.65
2022-03-09,41571.23
2022-03-10,40561.13
2022-03-11,39664.2
2022-03-12,39567.496
2022-03-13,38826.406
2022-03-14,39444.31
2022-03-15,39385.555
2022-03-16,41041.543
2022-03-17,41409.168
2022-03-18,41837.55
2022-03-19,42453.16
2022-03-20,41955.777
2022-03-21,41495.81
2022-03-22,42741.22
2022-03-23,42842.24
2022-03-24,43971.75
2022-03-25,44820.547
2022-03-26,44861.992
2022-03-27,46195.312
2022-03-28,47777.555
2022-03-29,47936.1
2022-03-30,47447.523
2022-03-31,46639.68
2022-04-01,45846.85
2022-04-02,46741.83
2022-04-03,46911.617
2022-04-04,46250.29
2022-04-05,46581.945
2022-04-06,44524.836
2022-04-07,43837.78
2022-04-08,43378.8
2022-04-09,42974.445
2022-04-10,43123.094
2022-04-11,41113.637
2022-04-12,40638.992
2022-04-13,41185.4
2022-04-14,40923.547
2022-04-15,40799.242
2022-04-16,40778.81
2022-04-17,40493.81
2022-04-18,40417.484
2022-04-19,41703.4
2022-04-20,42033.863
2022-04-21,42026.527
2022-04-22,40433.555
2022-04-23,40089.9
2022-04-24,40028.215
2022-04-25,39957.605
2022-04-26,39557.484
2022-04-27,39374.984
2022-04-28,40235.297
2022-04-29,39400.09
2022-04-30,38613.566
2022-05-01,38707.168
2022-05-02,39180.586
2022-05-03,38484.742
2022-05-04,39667.86
2022-05-05,37933.6
2022-05-06,36412.54
2022-05-07,35785.688
2022-05-08,34900.418
2022-05-09,32407.457
2022-05-10,32253.479
2022-05-11,30563.469
2022-05-12,28556.059
2022-05-13,30455.574
2022-05-14,29626.74
2022-05-15,30696.605
2022-05-16,30117.924
2022-05-17,30380.504
2022-05-18,29554.625
2022-05-19,30058.264
2022-05-20,29677.643
2022-05-21,29363.645
2022-05-22,30088.904
2022-05-23,29752.908
2022-05-24,29425.6
2022-05-25,29920.648
2022-05-26,29024.414
2022-05-27,28818.098
2022-05-28,28800.99
2022-05-29,29239.248
2022-05-30,31367.611
2022-05-31,32059.584
2022-06-01,30682.775
2022-06-02,30394.16
2022-06-03,29959.172
2022-06-04,29750.426
2022-06-05,29895.664
2022-06-06,31339.785
2022-06-07,30353.572
2022-06-08,30589.742
2022-06-09,30446.062
2022-06-10,29557.008
2022-06-11,28781.844
2022-06-12,27422.24
2022-06-13,24106.475
2022-06-14,21899.324
2022-06-15,21285.59
2022-06-16,21060.783
2022-06-17,20755.04
2022-06-18,18767.252
2022-06-19,19499.404
2022-06-20,20045.5
2022-06-21,21025.746
2022-06-22,20003.193
2022-06-23,20583.756
2022-06-24,20921.742
2022-06-25,20985.027
2022-06-26,21107.873
2022-06-27,20821.168
2022-06-28,20450.04
2022-06-29,19853.574
2022-06-30,18980.504
2022-07-01,19735.562
2022-07-02,18892.404
2022-07-03,18998.744
2022-07-04,19594.59
2022-07-05,19710.365
2022-07-06,19995.846
2022-07-07,21056.396
2022-07-08,21910.764
2022-07-09,21442.826
2022-07-10,20792.643
2022-07-11,19979.887
2022-07-12,19342.092
2022-07-13,19607.389
2022-07-14,20098.688
2022-07-15,20635.783
2022-07-16,20881.336
2022-07-17,20960.334
2022-07-18,22060.297
2022-07-19,22856.53
2022-07-20,23688.059
2022-07-21,22652.475
2022-07-22,22993.531
2022-07-23,22199.643
2022-07-24,22497.795
2022-07-25,21652.64
2022-07-26,20747.295
2022-07-27,22244.002
2022-07-28,23586.0
2022-07-29,23817.596
2022-07-30,24049.85
2022-07-31,23532.271
2022-08-01,22917.307
2022-08-02,22786.748
2022-08-03,23056.506
2022-08-04,22639.238
2022-08-05,23010.904
2022-08-06,22832.389
2022-08-07,22945.967
2022-08-08,23752.41
2022-08-09,23099.453
2022-08-10,23464.248
2022-08-11,24471.53
2022-08-12,23908.932
2022-08-13,24507.205
2022-08-14,24488.924
2022-08-15,24498.336
2022-08-16,23754.828
2022-08-17,23683.9
2022-08-18,23171.229
2022-08-19,21549.143
2022-08-20,20988.45
2022-08-21,21243.242
2022-08-22,20937.75
2022-08-23,21091.791
2022-08-24,21303.213
2022-08-25,21466.02
2022-08-26,20738.758
2022-08-27,19861.83
2022-08-28,19577.531
2022-08-29,19977.516
2022-08-30,19860.166
2022-08-31,20084.658
2022-09-01,19688.068
2022-09-02,19906.568
2022-09-03,19579.027
2022-09-04,19578.893
2022-09-05,19588.65
2022-09-06,19339.771
2022-09-07,19004.947
2022-09-08,19058.525
2022-09-09,20911.795
2022-09-10,21378.268
2022-09-11,21394.244
2022-09-12,22183.734
2022-09-13,21098.299
2022-09-14,20002.81
2022-09-15,19746.812
2022-09-16,19418.818
2022-09-17,19815.094
2022-09-18,19436.365
2022-09-19,18812.285
2022-09-20,18966.434
2022-09-21,19080.14
2022-09-22,19076.006
2022-09-23,18815.77
2022-09-24,18780.85
2022-09-25,18670.123
2022-09-26,19065.467
2022-09-27,20041.965
2022-09-28,19274.922
2022-09-29,19129.367
2022-09-30,19720.195
2022-10-01,19039.861
2022-10-02,18853.725
2022-10-03,19289.012
2022-10-04,19973.836
2022-10-05,19803.066
2022-10-06,20004.797
2022-10-07,19430.328
2022-10-08,19124.398
2022-10-09,19167.99
2022-10-10,19041.164
2022-10-11,18858.66
2022-10-12,18903.21
2022-10-13,18790.715
2022-10-14,19467.078
2022-10-15,18795.014
2022-10-16,19018.36
2022-10-17,19252.71
2022-10-18,19166.41
2022-10-19,18941.24
2022-10-20,18910.277
2022-10-21,18825.326
2022-10-22,18901.262
2022-10-23,19214.773
2022-10-24,19137.387
2022-10-25,20045.494
2022-10-26,20886.729
2022-10-27,20502.746
2022-10-28,20420.258
2022-10-29,20761.387
2022-10-30,20510.18
2022-10-31,20482.389
2022-11-01,20403.156
2022-11-02,20524.234
2022-11-03,20204.537
2022-11-04,21211.236
2022-11-05,21200.719
2022-11-06,20919.053
2022-11-07,20803.154
2022-11-08,20472.246
2022-11-09,18084.625
2022-11-10,18354.479
2022-11-11,17163.47
2022-11-12,16638.996
2022-11-13,16387.955
2022-11-14,16745.486
2022-11-15,16816.516
2022-11-16,16530.297
2022-11-17,16393.484
2022-11-18,16607.645
2022-11-19,16402.225
2022-11-20,16189.618
2022-11-21,15796.023
2022-11-22,15924.492
2022-11-23,16397.918
2022-11-24,16459.678
2022-11-25,16195.632
2022-11-26,16289.258
2022-11-27,16292.194
2022-11-28,16044.002
2022-11-29,16176.057
2022-11-30,16842.104
2022-12-01,16767.959
2022-12-02,16734.17
2022-12-03,16687.414
2022-12-04,16807.793
2022-12-05,16935.957
2022-12-06,16776.918
2022-12-07,16618.166
2022-12-08,16868.555
2022-12-09,16920.56
2022-12-10,16875.955
2022-12-11,16888.566
2022-12-12,16786.633
2022-12-13,17479.982
2022-12-14,17929.703
2022-12-15,17254.129
2022-12-16,16730.822
2022-12-17,16441.732
2022-12-18,16425.84
2022-12-19,16279.71
2022-12-20,16629.662
2022-12-21,16518.787
2022-12-22,16420.486
2022-12-23,16568.875
2022-12-24,16519.217
2022-12-25,16480.17
2022-12-26,16565.883
2022-12-27,16476.668
2022-12-28,16330.665
2022-12-29,16299.768
2022-12-30,16201.826
